"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"26/02/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"26/02/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","532.00","202.16"
"26/02/2025","EGH","6.60","6.25","6.25","6.25","6.25","6.25","0.00","6.26","0.00","0.00","0.00"
"26/02/2025","EGL","2.05","1.98","2.05","2.05","2.05","2.05","0.00","2.05","0.00","84.00","172.20"
"26/02/2025","ETI","0.72","0.31","0.72","0.72","0.72","0.72","0.00","0.72","0.79","110,000.00","79,200.00"
"26/02/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","25.00","92.50"
"26/02/2025","GCB","6.51","6.37","6.51","6.51","6.51","6.51","0.00","6.51","0.00","4,090.00","26,625.90"
"26/02/2025","GGBL","5.62","5.50","5.62","5.62","5.62","5.62","0.00","5.62","5.80","9.00","50.58"
"26/02/2025","GOIL","1.60","1.52","1.60","1.60","1.60","1.60","0.00","1.60","0.00","10.00","16.00"
"26/02/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","2.00","10.76"
"26/02/2025","MTNGH","2.90","2.50","2.89","2.89","2.89","2.89","0.00","2.89","3.00","11,489,131.00","33,212,144.63"
"26/02/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"26/02/2025","RBGH","0.66","0.60","0.60","0.60","0.60","0.60","0.00","0.60","0.66","2,079.00","1,247.40"
"26/02/2025","SCB","25.01","23.00","25.01","25.01","25.01","25.01","0.00","25.01","0.00","0.00","0.00"
"26/02/2025","SIC","0.34","0.27","0.34","0.34","0.34","0.34","0.00","0.34","0.00","0.00","0.00"
"26/02/2025","SOGEGH","1.50","1.50","1.50","1.50","1.50","1.50","0.00","1.50","0.00","138.00","207.00"
"26/02/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"26/02/2025","TOTAL","13.62","13.12","13.62","13.62","13.62","13.62","0.00","14.98","0.00","96.00","1,438.08"
"26/02/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","4.00","47.68"
"26/02/2025","UNIL","19.50","19.50","19.50","19.50","19.50","19.50","0.00","19.52","0.00","7.00","136.64"
"26/02/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"26/02/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.29","0.00","0.00","0.00"
"26/02/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"26/02/2025","GLD","443.50","390.50","438.90","438.90","438.90","438.90","0.00","438.90","0.00","16.00","7,022.40"
"26/02/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"26/02/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"26/02/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"26/02/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"26/02/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"25/02/2025","ACCESS","6.82","5.20","6.82","6.82","6.82","6.82","0.00","6.82","7.50","3.00","20.46"
"25/02/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"25/02/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"25/02/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
