"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"21/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","0.00","16.20","630.00","10,206.00"
"21/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"21/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"21/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"21/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"21/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","1,922.00","11,762.64"
"21/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","320.00","14,624.00"
"21/11/2025","CAL","0.90","0.33","0.35","0.35","0.36","0.36","0.01","0.36","0.36","27,499.00","9,824.65"
"21/11/2025","CLYD","0.46","0.03","0.46","0.46","0.46","0.46","0.00","0.50","0.00","0.00","0.00"
"21/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"21/11/2025","CPC","0.05","0.02","0.05","0.05","0.05","0.05","0.00","0.05","0.00","0.00","0.00"
"21/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","110.00","41.80"
"21/11/2025","EGH","19.02","6.25","19.00","19.00","19.01","19.02","0.02","19.01","0.00","1,732.00","32,935.32"
"21/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","62,434.00","215,397.30"
"21/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","3,159.00","2,843.10"
"21/11/2025","FML","8.01","3.70","8.01","8.01","8.00","8.00","-0.01","0.00","8.00","45,626.00","365,012.01"
"21/11/2025","GCB","19.00","6.37","18.50","18.50","19.00","19.00","0.50","18.50","19.00","1,390,045.00","26,411,706.24"
"21/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","6.60","7.00","2.00","13.20"
"21/11/2025","GOIL","2.75","1.52","2.68","2.68","2.74","2.75","0.07","2.94","0.00","24,014.00","65,975.24"
"21/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","3.00","15.60"
"21/11/2025","MTNGH","4.52","2.50","4.19","4.19","4.20","4.20","0.01","4.17","4.20","841,640.00","3,534,836.30"
"21/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"21/11/2025","RBGH","1.25","0.60","1.25","1.25","1.25","1.25","0.00","0.00","1.25","47,196.00","58,995.00"
"21/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","2,785.00","81,099.20"
"21/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","1,583.00","1,899.60"
"21/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","0.00","4.10","29,885.00","122,528.50"
"21/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"21/11/2025","TOTAL","40.65","13.12","40.49","40.49","40.41","40.41","-0.08","0.00","40.43","5,162.00","208,598.69"
"21/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","91.00","1,084.72"
"21/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","0.00","19.79","2,328.00","46,071.12"
"21/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","754.00","316.68"
"21/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"21/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","445.00","449.86","4.00","1,799.44"
"21/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"21/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"21/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"21/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"21/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"20/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","0.00","16.20","658.00","10,659.60"
"20/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"20/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"20/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"20/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"20/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","934.00","5,716.08"
"20/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","0.00","0.00"
"20/11/2025","CAL","0.90","0.33","0.34","0.34","0.35","0.35","0.01","0.34","0.36","666,028.00","233,489.44"
"20/11/2025","CLYD","0.46","0.03","0.46","0.46","0.46","0.46","0.00","0.46","0.00","0.00","0.00"
"20/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"20/11/2025","CPC","0.05","0.02","0.04","0.04","0.05","0.05","0.01","0.05","0.00","5,000.00","250.00"
"20/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"20/11/2025","EGH","19.00","6.25","17.50","17.50","19.00","19.00","1.50","17.50","0.00","10,000.00","190,000.00"
"20/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","0.00","0.00"
"20/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","8,189.00","7,370.10"
"20/11/2025","FML","8.01","3.70","8.01","8.01","8.01","8.01","0.00","8.00","8.01","714.00","5,719.14"
"20/11/2025","GCB","18.50","6.37","18.50","18.50","18.50","18.50","0.00","17.51","18.50","501,378.00","9,276,397.86"
"20/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","0.00","6.60","0.00","0.00"
"20/11/2025","GOIL","2.68","1.52","2.68","2.68","2.68","2.68","0.00","2.71","0.00","0.00","0.00"
"20/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","0.00","0.00"
"20/11/2025","MTNGH","4.52","2.50","4.16","4.16","4.20","4.19","0.03","4.17","4.20","484,112.00","2,027,391.21"
"20/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"20/11/2025","RBGH","1.25","0.60","1.25","1.25","1.25","1.25","0.00","0.00","1.25","4,001.00","5,001.25"
"20/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","0.00","0.00"
"20/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","29,144.00","34,972.80"
"20/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","0.00","4.10","15,920.00","65,272.00"
"20/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"20/11/2025","TOTAL","40.65","13.12","40.49","40.49","40.49","40.49","0.00","0.00","40.43","484.00","19,568.12"
"20/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","3.00","35.76"
"20/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","0.00","19.79","300.00","5,937.00"
"20/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","0.00","0.00"
"20/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"20/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","445.00","449.86","45.00","20,243.70"
"20/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"20/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"20/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"20/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"20/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"19/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","0.00","16.20","306.00","4,957.20"
"19/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"19/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"19/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"19/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"19/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","2,802.00","17,148.24"
"19/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","0.00","0.00"
"19/11/2025","CAL","0.90","0.33","0.34","0.34","0.34","0.34","0.00","0.34","0.36","678,050.00","230,537.00"
"19/11/2025","CLYD","0.46","0.03","0.42","0.42","0.46","0.46","0.04","0.46","0.00","2,515.00","1,156.90"
"19/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"19/11/2025","CPC","0.04","0.02","0.04","0.04","0.04","0.04","0.00","0.05","0.00","0.00","0.00"
"19/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"19/11/2025","EGH","17.50","6.25","16.00","16.00","17.50","17.50","1.50","17.50","0.00","10,000.00","175,000.00"
"19/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","43.00","148.35"
"19/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","60,314.00","54,282.60"
"19/11/2025","FML","8.01","3.70","8.01","8.01","8.01","8.01","0.00","8.00","8.01","7,712.00","61,787.64"
"19/11/2025","GCB","18.50","6.37","18.22","18.22","18.50","18.50","0.28","17.51","18.50","1,116,718.00","20,660,322.50"
"19/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","0.00","6.60","3,732.00","24,631.20"
"19/11/2025","GOIL","2.68","1.52","2.68","2.68","2.68","2.68","0.00","2.71","0.00","924.00","2,502.80"
"19/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","21.00","109.20"
"19/11/2025","MTNGH","4.52","2.50","4.20","4.20","4.17","4.16","-0.04","4.17","4.20","40,552.00","168,564.99"
"19/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"19/11/2025","RBGH","1.25","0.60","1.25","1.25","1.25","1.25","0.00","0.00","1.25","16,356.00","20,445.00"
"19/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","62.00","1,805.44"
"19/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","82,567.00","99,080.40"
"19/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","0.00","4.10","1,363.00","5,588.30"
"19/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"19/11/2025","TOTAL","40.65","13.12","40.49","40.49","40.49","40.49","0.00","0.00","40.43","414.00","16,742.89"
"19/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","96.00","1,144.32"
"19/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","0.00","19.79","2,159.00","42,726.61"
"19/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","0.00","0.00"
"19/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"19/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","445.00","449.86","41.00","18,444.26"
"19/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"19/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"19/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"19/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"19/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"18/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","0.00","449.86","0.00","0.00"
"18/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"18/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"18/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"18/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"18/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"18/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","16.20","0.00","0.00","0.00"
"18/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","3.00","15.18"
"18/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"18/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"18/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"18/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","1,209.00","7,399.08"
"18/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","0.00","0.00"
"18/11/2025","CAL","0.90","0.33","0.34","0.34","0.34","0.34","0.00","0.35","0.00","858,164.00","291,832.08"
"18/11/2025","CLYD","0.42","0.03","0.42","0.42","0.42","0.42","0.00","0.46","0.00","0.00","0.00"
"18/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"18/11/2025","CPC","0.04","0.02","0.04","0.04","0.04","0.04","0.00","0.05","0.00","0.00","0.00"
"18/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"18/11/2025","EGH","16.00","6.25","16.00","16.00","16.00","16.00","0.00","16.00","0.00","0.00","0.00"
"18/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","0.00","0.00"
"18/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","10,423.00","9,380.70"
"18/11/2025","FML","8.01","3.70","8.00","8.00","8.01","8.01","0.01","8.00","8.01","2,806.00","22,474.21"
"18/11/2025","GCB","18.22","6.37","18.01","18.01","18.22","18.22","0.21","18.50","0.00","25,500.00","464,550.00"
"18/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","6.60","6.80","1.00","6.60"
"18/11/2025","GOIL","2.68","1.52","2.61","2.61","2.68","2.68","0.07","2.68","0.00","2,298.00","6,158.64"
"18/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","0.00","0.00"
"18/11/2025","MTNGH","4.52","2.50","4.20","4.20","4.20","4.20","0.00","4.15","4.20","820,703.00","3,446,954.91"
"18/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"18/11/2025","RBGH","1.25","0.60","1.25","1.25","1.25","1.25","0.00","0.00","1.25","21,680.00","27,100.00"
"18/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","400.00","11,648.00"
"18/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","13,610.00","16,332.00"
"18/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","4.10","4.50","39.00","159.90"
"18/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"18/11/2025","TOTAL","40.65","13.12","40.49","40.49","40.49","40.49","0.00","0.00","40.45","888.00","35,922.10"
"18/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"18/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","19.79","19.80","1,164.00","23,035.56"
"18/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","0.00","0.00"
"18/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","0.00","16.20","1,116.00","18,079.20"
"17/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"17/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"17/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"17/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","4,456.00","27,270.72"
"17/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","0.00","0.00"
"17/11/2025","CAL","0.90","0.33","0.34","0.34","0.34","0.34","0.00","0.34","0.00","559,218.00","190,243.76"
"17/11/2025","CLYD","0.42","0.03","0.42","0.42","0.42","0.42","0.00","0.46","0.00","0.00","0.00"
"17/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"17/11/2025","CPC","0.04","0.02","0.04","0.04","0.04","0.04","0.00","0.05","0.00","0.00","0.00"
"17/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"17/11/2025","EGH","16.00","6.25","15.97","15.97","16.00","16.00","0.03","16.00","0.00","2,000.00","32,000.00"
"17/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","31.00","106.95"
"17/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","23,518.00","21,166.20"
"17/11/2025","FML","8.00","3.70","8.00","8.00","8.00","8.00","0.00","8.00","8.10","67.00","536.00"
"17/11/2025","GCB","18.01","6.37","18.00","18.00","18.02","18.01","0.01","18.01","0.00","13,857.00","249,603.08"
"17/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","6.60","7.00","36.00","237.60"
"17/11/2025","GOIL","2.61","1.52","2.61","2.61","2.61","2.61","0.00","2.67","0.00","0.00","0.00"
"17/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","0.00","0.00"
"17/11/2025","MTNGH","4.52","2.50","4.20","4.20","4.20","4.20","0.00","4.15","4.20","430,425.00","1,807,785.00"
"17/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","RBGH","1.25","0.60","1.23","1.23","1.25","1.25","0.02","1.23","1.25","20,113.00","25,090.65"
"17/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","0.00","0.00"
"17/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","1.20","1.30","13,117.00","15,740.40"
"17/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","0.00","4.10","10,221.00","41,906.10"
"17/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"17/11/2025","TOTAL","40.65","13.12","40.50","40.50","40.49","40.49","-0.01","0.00","40.49","5,527.00","223,743.23"
"17/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","15.00","178.80"
"17/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","0.00","19.79","22.00","435.38"
"17/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","0.00","0.00"
"17/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","0.00","449.86","3.00","1,349.58"
"17/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"17/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"17/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"17/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"14/11/2025","ACCESS","16.40","5.20","16.20","16.20","16.20","16.20","0.00","16.20","0.00","48.00","777.60"
"14/11/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"14/11/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"14/11/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"14/11/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"14/11/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","100.00","612.00"
"14/11/2025","BOPP","45.70","25.26","45.70","45.70","45.70","45.70","0.00","45.70","0.00","0.00","0.00"
"14/11/2025","CAL","0.90","0.33","0.33","0.33","0.36","0.34","0.01","0.36","0.00","100,935.00","34,323.50"
"14/11/2025","CLYD","0.42","0.03","0.42","0.42","0.42","0.42","0.00","0.46","0.00","0.00","0.00"
"14/11/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"14/11/2025","CPC","0.04","0.02","0.04","0.04","0.04","0.04","0.00","0.05","0.00","0.00","0.00"
"14/11/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","180.00","68.40"
"14/11/2025","EGH","15.97","6.25","15.52","15.52","16.00","15.97","0.45","16.00","0.00","18,500.00","295,402.00"
"14/11/2025","EGL","3.45","1.98","3.45","3.45","3.45","3.45","0.00","3.45","0.00","2.00","6.90"
"14/11/2025","ETI","1.00","0.31","0.90","0.90","0.90","0.90","0.00","0.81","0.90","20,873.00","18,685.70"
"14/11/2025","FML","8.00","3.70","8.00","8.00","8.00","8.00","0.00","8.00","8.10","416.00","3,328.00"
"14/11/2025","GCB","18.00","6.37","18.00","18.00","18.00","18.00","0.00","18.01","0.00","866.00","15,596.64"
"14/11/2025","GGBL","6.60","5.47","6.60","6.60","6.60","6.60","0.00","6.60","6.80","20.00","132.00"
"14/11/2025","GOIL","2.61","1.52","2.61","2.61","2.61","2.61","0.00","2.71","0.00","0.00","0.00"
"14/11/2025","MAC","5.38","5.38","5.20","5.20","5.20","5.20","0.00","4.70","5.20","10.00","52.00"
"14/11/2025","MTNGH","4.52","2.50","4.01","4.01","4.20","4.20","0.19","4.15","4.20","228,199.00","956,955.55"
"14/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"14/11/2025","RBGH","1.25","0.60","1.23","1.23","1.23","1.23","0.00","1.23","1.25","975.00","1,200.75"
"14/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","0.00","0.00"
"14/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","47,996.00","57,595.20"
"14/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","0.00","4.10","1,593.00","6,531.30"
"14/11/2025","TBL","1.20","0.83","1.20","1.20","1.20","1.20","0.00","1.20","0.00","0.00","0.00"
"14/11/2025","TOTAL","40.65","13.12","40.50","40.50","40.50","40.50","0.00","0.00","40.49","269.00","10,891.81"
"14/11/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","85.00","1,013.20"
"14/11/2025","UNIL","20.50","19.50","19.79","19.79","19.79","19.79","0.00","0.00","19.79","36.00","712.44"
"14/11/2025","AADS","0.42","0.41","0.42","0.42","0.42","0.42","0.00","0.42","0.00","0.00","0.00"
"14/11/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"14/11/2025","GLD","508.31","338.83","449.86","449.86","449.86","449.86","0.00","0.00","449.86","8.00","3,598.88"
"14/11/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"14/11/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"14/11/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"14/11/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"14/11/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"13/11/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"13/11/2025","RBGH","1.25","0.60","1.25","1.25","1.23","1.23","-0.02","0.00","1.23","15,469.00","19,085.01"
"13/11/2025","SCB","29.12","23.00","29.12","29.12","29.12","29.12","0.00","29.12","0.00","200.00","5,824.00"
"13/11/2025","SIC","1.20","0.27","1.20","1.20","1.20","1.20","0.00","0.00","1.20","57,600.00","69,120.00"
"13/11/2025","SOGEGH","4.10","1.50","4.10","4.10","4.10","4.10","0.00","4.10","4.20","41,706.00","171,094.60"
