"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"29/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"29/08/2025","MTNGH","3.98","2.50","3.88","3.88","3.86","3.87","-0.01","3.70","3.88","206,071.00","797,302.91"
"29/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"29/08/2025","RBGH","1.10","0.60","1.10","1.10","1.10","1.10","0.00","0.00","1.10","596.00","655.60"
"29/08/2025","SCB","28.01","23.00","28.01","28.01","28.01","28.01","0.00","28.01","0.00","0.00","0.00"
"29/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","0.00","1.00","1.05","1,961.00","2,059.05"
"29/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.01","0.00","0.00","0.00"
"29/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","0.00","1.20","0.00","0.00","0.00"
"29/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","0.00","31.93","112,961.00","3,606,844.73"
"29/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"29/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.00","20.00","20.40","65.00","1,326.00"
"29/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"29/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"29/08/2025","GLD","508.31","338.83","395.47","395.47","395.70","396.70","1.23","0.00","0.00","12,545.00","4,976,593.70"
"29/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"29/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"29/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"29/08/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.05","0.00","0.00"
"29/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"28/08/2025","ACCESS","16.40","5.20","16.36","16.36","16.36","16.36","0.00","0.00","16.36","255.00","4,171.80"
"28/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","35.00","177.10"
"28/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"28/08/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"28/08/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"28/08/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","51.00","312.12"
"28/08/2025","BOPP","34.35","25.26","34.35","34.35","34.35","34.35","0.00","34.41","0.00","0.00","0.00"
"28/08/2025","CAL","0.80","0.35","0.51","0.51","0.51","0.51","0.00","0.48","0.51","33,091.00","16,876.41"
"28/08/2025","CLYD","0.11","0.03","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"28/08/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"28/08/2025","CPC","0.03","0.02","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"28/08/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"28/08/2025","EGH","9.02","6.25","9.02","9.02","9.02","9.02","0.00","9.04","0.00","0.00","0.00"
"28/08/2025","EGL","2.90","1.98","2.90","2.90","2.90","2.90","0.00","2.90","0.00","1,308.00","3,793.20"
"28/08/2025","ETI","0.90","0.31","0.77","0.77","0.77","0.77","0.00","0.70","0.77","44,732.00","34,443.64"
"28/08/2025","FML","4.41","3.70","4.41","4.41","4.41","4.41","0.00","4.41","0.00","82.00","361.62"
"28/08/2025","GCB","10.01","6.37","9.96","9.96","10.01","10.01","0.05","10.02","0.00","1,008.00","10,090.08"
"28/08/2025","GGBL","6.05","5.50","6.05","6.05","6.05","6.05","0.00","5.46","6.05","473.00","2,861.65"
"28/08/2025","GOIL","2.28","1.52","2.28","2.28","2.28","2.28","0.00","2.30","0.00","50.00","115.00"
"28/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","126.00","677.88"
"28/08/2025","MTNGH","3.98","2.50","3.88","3.88","3.88","3.88","0.00","3.70","3.88","48,996.00","190,104.48"
"28/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"28/08/2025","RBGH","1.10","0.60","1.10","1.10","1.10","1.10","0.00","0.00","1.10","11,859.00","13,044.90"
"28/08/2025","SCB","28.01","23.00","28.01","28.01","28.01","28.01","0.00","28.01","0.00","27.00","756.27"
"28/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","0.00","1.00","1.05","130,029.00","136,530.45"
"28/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.01","0.00","22.00","44.22"
"28/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","0.00","1.20","0.00","0.00","0.00"
"28/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","0.00","31.93","5,630.00","179,765.90"
"28/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","74.00","882.08"
"28/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.00","20.00","20.40","3,396.00","69,278.40"
"28/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"28/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"28/08/2025","GLD","508.31","338.83","388.40","388.40","396.40","395.47","7.07","0.00","0.00","2,028.00","802,021.82"
"28/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"28/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"28/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"28/08/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.05","0.00","0.00"
"28/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"27/08/2025","ACCESS","16.40","5.20","16.36","16.36","16.36","16.36","0.00","0.00","16.36","158.00","2,584.88"
"27/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"27/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"27/08/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"27/08/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"27/08/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","521.00","3,188.52"
"27/08/2025","BOPP","34.35","25.26","34.35","34.35","34.35","34.35","0.00","34.40","0.00","0.00","0.00"
"27/08/2025","CAL","0.80","0.35","0.50","0.50","0.51","0.51","0.01","0.50","0.51","71,222.00","36,323.22"
"27/08/2025","CLYD","0.11","0.03","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"27/08/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"27/08/2025","CPC","0.03","0.02","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"27/08/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"27/08/2025","EGH","9.02","6.25","9.02","9.02","9.02","9.02","0.00","9.04","0.00","0.00","0.00"
"27/08/2025","EGL","2.90","1.98","2.90","2.90","2.90","2.90","0.00","2.90","2.95","0.00","0.00"
"27/08/2025","ETI","0.90","0.31","0.77","0.77","0.77","0.77","0.00","0.70","0.77","87,311.00","67,229.47"
"27/08/2025","FML","4.41","3.70","4.41","4.41","4.41","4.41","0.00","4.41","0.00","0.00","0.00"
"27/08/2025","GCB","10.00","6.37","9.85","9.85","9.96","9.96","0.11","10.01","0.00","1,000.00","9,960.00"
"27/08/2025","GGBL","6.05","5.50","6.05","6.05","6.05","6.05","0.00","5.46","6.05","705.00","4,265.25"
"27/08/2025","GOIL","2.28","1.52","2.28","2.28","2.28","2.28","0.00","2.30","0.00","0.00","0.00"
"27/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"27/08/2025","MTNGH","3.98","2.50","3.88","3.88","3.88","3.88","0.00","3.70","3.88","119,494.00","463,636.72"
"27/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"27/08/2025","RBGH","1.10","0.60","1.10","1.10","1.10","1.10","0.00","0.00","1.10","15,845.00","17,429.50"
"27/08/2025","SCB","28.01","23.00","28.01","28.01","28.01","28.01","0.00","28.01","0.00","0.00","0.00"
"27/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","0.00","1.00","1.05","102,563.00","107,691.15"
"27/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.01","0.00","0.00","0.00"
"27/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","0.00","1.20","0.00","0.00","0.00"
"27/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","0.00","31.93","6,192.00","197,710.56"
"27/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"27/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.00","20.40","20.49","0.00","0.00"
"27/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"27/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"27/08/2025","GLD","508.31","338.83","378.53","378.53","388.80","388.40","9.87","0.00","378.00","2,839.00","1,102,669.17"
"27/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"27/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"27/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"27/08/2025","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"27/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"26/08/2025","ACCESS","16.40","5.20","16.37","16.37","16.36","16.36","-0.01","0.00","16.36","1,824.00","29,840.64"
"26/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","3.00","15.18"
"26/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"26/08/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"26/08/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","618.00","3,782.16"
"26/08/2025","BOPP","34.35","25.26","34.35","34.35","34.35","34.35","0.00","34.40","0.00","0.00","0.00"
"26/08/2025","CAL","0.80","0.35","0.50","0.50","0.50","0.50","0.00","0.48","0.50","120,311.00","60,155.50"
"26/08/2025","CLYD","0.11","0.03","0.11","0.11","0.11","0.11","0.00","0.11","0.00","0.00","0.00"
"26/08/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"26/08/2025","CPC","0.03","0.02","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"26/08/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","125.00","47.50"
"26/08/2025","EGH","9.02","6.25","8.91","8.91","9.02","9.02","0.11","9.03","0.00","25,004.00","225,536.08"
"26/08/2025","EGL","2.90","1.98","2.90","2.90","2.90","2.90","0.00","2.90","0.00","0.00","0.00"
"26/08/2025","ETI","0.90","0.31","0.78","0.78","0.77","0.77","-0.01","0.74","0.77","46,475.00","35,785.75"
"26/08/2025","FML","4.41","3.70","4.41","4.41","4.41","4.41","0.00","4.41","0.00","130.00","573.30"
"26/08/2025","GCB","10.00","6.37","9.85","9.85","9.85","9.85","0.00","9.93","0.00","585.00","5,809.05"
"26/08/2025","GGBL","6.05","5.50","6.05","6.05","6.05","6.05","0.00","5.46","6.05","43.00","260.15"
"26/08/2025","GOIL","2.28","1.52","2.27","2.27","2.28","2.28","0.01","2.28","0.00","1,200.00","2,736.00"
"26/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","MTNGH","3.98","2.50","3.89","3.89","3.87","3.88","-0.01","3.80","3.89","244,643.00","949,023.37"
"26/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","RBGH","1.10","0.60","1.09","1.09","1.10","1.10","0.01","1.09","1.10","50,000.00","55,000.00"
"26/08/2025","SCB","28.01","23.00","28.00","28.00","28.01","28.01","0.01","28.01","0.00","10,800.00","302,508.00"
"26/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","0.00","0.00","1.05","69,947.00","73,444.35"
"26/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.01","0.00","100.00","201.00"
"26/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","0.00","1.20","0.00","0.00","0.00"
"26/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","31.93","0.00","937.00","29,918.41"
"26/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","14.00","166.88"
"26/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.00","20.40","20.49","5.00","102.00"
"26/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"26/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"26/08/2025","GLD","508.31","338.83","379.00","379.00","379.00","378.53","-0.47","0.00","378.00","94.00","35,582.00"
"26/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"26/08/2025","IIL","0.05","0.04","0.04","0.04","0.05","0.05","0.01","0.05","0.00","126,311.00","6,315.55"
"26/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"25/08/2025","ACCESS","16.40","5.20","16.37","16.37","16.37","16.37","0.00","0.00","16.36","2,437.00","39,893.15"
"25/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"25/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"25/08/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"25/08/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"25/08/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","41.00","250.92"
"25/08/2025","BOPP","34.35","25.26","34.35","34.35","34.35","34.35","0.00","34.40","0.00","0.00","0.00"
"25/08/2025","CAL","0.80","0.35","0.50","0.50","0.50","0.50","0.00","0.50","0.51","39,237.00","19,618.50"
"25/08/2025","CLYD","0.11","0.03","0.11","0.11","0.11","0.11","0.00","0.11","0.00","0.00","0.00"
"25/08/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"25/08/2025","CPC","0.03","0.02","0.02","0.02","0.03","0.03","0.01","0.02","0.00","7,970.00","239.10"
"25/08/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"25/08/2025","EGH","8.91","6.25","8.91","8.91","8.91","8.91","0.00","8.99","0.00","920.00","8,279.32"
"25/08/2025","EGL","2.90","1.98","2.90","2.90","2.90","2.90","0.00","2.90","0.00","0.00","0.00"
"25/08/2025","ETI","0.90","0.31","0.78","0.78","0.78","0.78","0.00","0.74","0.78","14,889.00","11,613.42"
"25/08/2025","FML","4.41","3.70","4.41","4.41","4.41","4.41","0.00","4.41","0.00","29.00","127.89"
"25/08/2025","GCB","10.00","6.37","9.85","9.85","9.85","9.85","0.00","9.88","0.00","265.00","2,620.90"
"25/08/2025","GGBL","6.05","5.50","6.05","6.05","6.05","6.05","0.00","5.46","6.05","330.00","1,996.50"
"25/08/2025","GOIL","2.27","1.52","2.26","2.26","2.27","2.27","0.01","2.27","0.00","7,261.00","16,482.47"
"25/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.00","0.00"
"25/08/2025","MTNGH","3.98","2.50","3.89","3.89","3.89","3.89","0.00","3.70","3.89","148,976.00","579,359.04"
"25/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"25/08/2025","RBGH","1.10","0.60","1.09","1.09","1.09","1.09","0.00","1.09","1.10","15,565.00","16,965.85"
"25/08/2025","SCB","28.00","23.00","28.00","28.00","28.00","28.00","0.00","28.00","0.00","0.00","0.00"
"25/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","0.00","1.05","0.00","501.00","526.05"
"25/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.02","0.00","456.00","921.12"
"25/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","0.00","1.20","0.00","0.00","0.00"
"25/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","0.00","31.93","167.00","5,332.31"
"25/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"25/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.00","20.40","20.49","2.00","40.80"
"25/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"25/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"25/08/2025","GLD","508.31","338.83","379.00","379.00","379.00","379.00","0.00","0.00","379.00","6.00","2,274.00"
"25/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"25/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"25/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"25/08/2025","IIL","0.05","0.04","0.04","0.04","0.04","0.04","0.00","0.05","0.00","0.00","0.00"
"25/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.00","0.00","0.00"
"22/08/2025","ACCESS","16.40","5.20","16.37","16.37","16.37","16.37","0.9000","0.00","16.37","237.00","3,879.69"
"22/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","12.00","60.72"
"22/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.5500","37.00","0.00","0.55","0.55"
"22/08/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.1000","0.00","0.00","0.10","0.10"
"22/08/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.1000","8.89","0.00","0.10","0.10"
"22/08/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.0500","0.00","6.12","379.00","2,319.48"
"22/08/2025","BOPP","34.35","25.26","34.35","34.35","34.35","34.35","0.0900","34.40","0.00","0.09","0.09"
"22/08/2025","CAL","0.80","0.35","0.50","0.50","0.50","0.50","13.1200","0.50","0.51","27,630.00","13,815.00"
"22/08/2025","CLYD","0.11","0.03","0.11","0.11","0.11","0.11","5.0600","0.11","0.00","0.00","0.00"
"22/08/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","37.0000","0.15","0.00","37.00","37.00"
"22/08/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.1000","0.02","0.00","0.10","0.10"
"22/08/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","8.8900","0.38","0.00","8.89","8.89"
"22/08/2025","EGH","8.91","6.25","8.91","8.91","8.91","8.91","6.1200","8.98","0.00","0.00","0.00"
"22/08/2025","EGL","2.90","1.98","2.90","2.90","2.90","2.90","34.2000","2.90","2.95","41.00","118.90"
"22/08/2025","ETI","0.90","0.31","0.79","0.79","0.78","0.78","-0.01","0.74","0.78","88,581.00","69,478.29"
"22/08/2025","FML","4.41","3.70","4.41","4.41","4.41","4.41","0.0800","4.41","0.00","0.08","0.08"
"22/08/2025","GCB","10.00","6.37","9.61","9.61","9.85","9.85","0.24","9.85","0.00","11,571.00","113,974.35"
"22/08/2025","GGBL","6.05","5.50","6.05","6.05","6.05","6.05","0.0200","5.46","6.05","667.00","4,035.35"
"22/08/2025","GOIL","2.26","1.52","2.23","2.23","2.26","2.26","0.03","2.26","0.00","3,775.00","8,530.40"
"22/08/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","7.6100","0.00","5.38","7.61","7.61"
"22/08/2025","MTNGH","3.98","2.50","3.88","3.88","3.89","3.89","0.01","3.85","3.88","834,708.00","3,244,740.24"
"22/08/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.9000","0.00","0.00","0.00","0.00"
"22/08/2025","RBGH","1.10","0.60","1.10","1.10","1.09","1.09","-0.01","0.00","1.09","20,312.00","22,140.08"
"22/08/2025","SCB","28.00","23.00","28.00","28.00","28.00","28.00","0.00","28.00","0.00","2.00","56.00"
"22/08/2025","SIC","1.14","0.27","1.05","1.05","1.05","1.05","6.0500","1.05","0.00","9,445.00","9,917.25"
"22/08/2025","SOGEGH","2.06","1.50","2.00","2.00","2.00","2.00","0.00","2.01","0.00","14.00","28.14"
"22/08/2025","TBL","1.10","0.83","1.10","1.10","1.10","1.10","5.3800","1.20","0.00","0.00","0.00"
"22/08/2025","TOTAL","33.25","13.12","31.93","31.93","31.93","31.93","0.00","0.00","31.93","5,934.00","189,472.62"
"22/08/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.0200","11.92","0.00","0.02","0.02"
"22/08/2025","UNIL","20.50","19.50","20.40","20.40","20.40","20.40","0.6600","20.40","20.49","1,339.00","27,315.60"
"22/08/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"22/08/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","1.0400","0.90","0.00","0.00","0.00"
"22/08/2025","GLD","508.31","338.83","379.00","379.00","379.00","379.00","1.8000","0.00","379.00","44.00","16,676.00"
"22/08/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.9100","0.00","0.00","0.91","0.91"
"22/08/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"22/08/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","11.9200","0.00","0.00","0.00","0.00"
"22/08/2025","IIL","0.05","0.04","0.04","0.04","0.04","0.04","20.5000","0.05","0.00","0.00","0.00"
"22/08/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.4100","0.00","0.09","0.41","0.41"
"21/08/2025","ACCESS","16.40","5.20","16.37","16.37","16.37","16.37","0.00","0.00","16.37","803.00","13,145.11"
"21/08/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"21/08/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
